"@timestamp","agent.name","host.ip","winlog.event_id"
"May 24, 2025 @ 15:55:38.282","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.274","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.272","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.272","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.266","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.251","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.250","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.249","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.244","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.243","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.236","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.234","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.234","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.228","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.228","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.226","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.225","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.225","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.223","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.220","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.219","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.219","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.216","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.214","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.214","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:38.184","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.184","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.184","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.183","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.180","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.179","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.179","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.178","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.033","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.031","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.031","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:38.031","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:37.525","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:37.525","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:37.525","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:37.525","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:35.240","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.818","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.818","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.818","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.797","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.793","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.792","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.792","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.786","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:33.622","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.608","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.604","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.602","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.595","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:33.594","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:32.541","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:29.926","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:28.255","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:28.111","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:28.105","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:28.047","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",7036
"May 24, 2025 @ 15:55:27.969","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:27.445","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:26.538","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:25.266","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:25.174","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:24.093","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:23.131","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:22.618","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:22.550","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:22.011","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:21.843","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.800","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:21.707","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.701","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.699","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.699","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.691","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.689","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.633","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.633","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:21.612","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:21.597","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.393","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.356","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.246","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.228","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:21.154","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:21.154","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:21.048","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",12
"May 24, 2025 @ 15:55:21.005","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:20.740","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.738","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.733","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.731","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.389","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.372","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.294","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:20.284","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:20.246","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:19.641","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:19.372","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:19.047","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:18.903","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",7036
"May 24, 2025 @ 15:55:18.766","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:18.649","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20","-"
"May 24, 2025 @ 15:55:18.495","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",7026
"May 24, 2025 @ 15:55:18.488","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",7036
"May 24, 2025 @ 15:55:17.082","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:17.045","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",7036
"May 24, 2025 @ 15:55:16.955","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:16.945","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",4624
"May 24, 2025 @ 15:55:16.945","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",4672
"May 24, 2025 @ 15:55:15.285","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.284","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.224","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.224","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.223","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.223","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.222","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:15.222","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.807","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.807","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.806","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.805","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.196","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.092","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.092","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.088","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:14.080","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",35
"May 24, 2025 @ 15:55:14.062","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",37
"May 24, 2025 @ 15:55:14.046","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:14.021","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.983","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.977","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.967","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.963","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.953","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.950","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.941","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.939","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.929","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.925","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.914","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.912","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.903","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.900","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.891","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.888","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.879","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.877","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.867","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.864","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.854","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.851","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.841","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.837","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.828","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.825","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.816","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.813","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.803","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.800","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.789","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.785","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.775","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.771","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.762","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.760","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.750","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.748","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.739","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.736","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.723","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.678","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.678","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.678","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.678","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.666","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.666","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.665","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",3
"May 24, 2025 @ 15:55:13.391","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.270","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.254","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.040","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.028","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:13.017","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:13.010","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.603","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.599","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.571","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.555","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.375","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.362","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.358","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.351","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.093","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.083","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:12.080","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",1
"May 24, 2025 @ 15:55:12.065","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
"May 24, 2025 @ 15:55:11.848","EC2AMAZ-63D1PC7","fe80::7a8a:e51:657a:e6a0, 172.31.42.20",5
